name,musicbrainz_artist_id,musicbrainz_mbid,spotify_id,performer_pre_normalized,first_top_20_hit_year,first_charting_song_year,last_charting_song_year,years_through_first_top_20_hit,#_of_charting_songs_through_first_top_20_hit,first_song_year,years_active_on_charts,first_charting_song_position,first_charting_song_duration,top_20_hit_song_#_wks_on_chart_any_position,genre_tags_musicbrainz,first_year_on_chart_songs,genre_tags_through_first_top_10_hit,major_genre_categories_through_first_top_10_hit,#_of_major_genre_categories_through_first_top_10_hit,musicbrainz_major_genre_categories,musicbrainz_#_of_genres,spotify_genres,spotify_major_genre_categories,combined_major_genre_categories,first_top_20_song_major_genres,first_top_20_song_duration_ms,first_top_20_song_acousticness,first_top_20_song_danceability,first_top_20_song_energy,first_top_20_song_instrumentalness,first_top_20_song_liveness,first_top_20_song_loudness,first_top_20_song_speechiness,first_top_20_song_tempo,first_top_20_song_valence,first_top_20_song_mode,first_top_20_song_explicit,degree_centrality_top20_rolling5,harmonic_closeness_centrality_top20_rolling5,betweenness_centrality_top20_rolling5,eigenvector_centrality_top20_rolling5,power_of_connected_artists_top20_rolling5,top_20_hitmaker
emilio pericoli,121468.0,7a3126a9-7942-4329-988c-59e85f512454,,Emilio Pericoli,1962.0,1962.0,1962.0,1.0,1.0,1962.0,1962-1962,6,14,14.0,,1962.0,,,0,,0,,,,,,,,,,,,,,,,,0.0025157232704402,2.0,2.523939566791013e-06,1.2942622430949551e-19,,0.0
emily ann roberts,1317700.0,a3d61d68-13ce-47a5-a600-e86bc896b170,,Emily Ann Roberts,,2016.0,2016.0,,,2016.0,2016-2016,56,1,,country,2016.0,,,0,Country/Americana,1,,,Country/Americana,,,,,,,,,,,,,,,,,,,
emily osment,504242.0,882728bd-a6b9-464f-beab-23d3e66143b5,,Emily Osment,,,,,,,2009-2010,0,0,,pop,,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
emily saliers,249003.0,573a7ba3-5079-498f-baac-c10bce002e89,,Emily Saliers,,,,,,,2017-2017,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
emily warren,1193958.0,28f4bb72-3ff1-427d-8cff-236585327375,1oKdM70mJD8VvDOTKeS8t1,Emily Warren,,2016.0,2018.0,,,2016.0,2016-2018,78,10,,electropop,2016.0,,,0,Pop,1,['nyc pop'],,Pop,,,,,,,,,,,,,,,,,,,
emily west,2634163.0,e2e084d6-1f50-4ccf-9780-6823b794ac82,,Emily West,,,,,,,2015-2015,0,0,,"pop, country",,,,0,"Country/Americana, Pop",2,,,"Country/Americana, Pop",,,,,,,,,,,,,,,,,,,
eminem,946.0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2000.0,1999.0,2024.0,2.0,5.0,1999.0,1999-2024,36,10,19.0,"hip hop, pop rap, hardcore hip hop, boom bap, conscious hip hop",1999.0,hip hop,Hip Hop/Rap,1,Hip Hop/Rap,1,"['detroit hip hop', 'hip hop', 'rap']",Hip Hop/Rap,Hip Hop/Rap,Hip Hop/Rap,284200.0,0.0302,0.949,0.661,0.0,0.0454,-4.244,0.0572,104.504,0.76,0.0,1.0,0.0060975609756097,2094.5199494949693,0.010735846905479,0.0024124535471062,1127.5,1.0
emitt rhodes,43496.0,87fa7ab0-2720-46c4-8926-900f4d916e66,,Emitt Rhodes,,1971.0,1971.0,,,1971.0,1970-1971,54,9,,"singer-songwriter, soft rock",1971.0,,,0,"Folk, Rock",2,,,"Folk, Rock",,,,,,,,,,,,,,,,,,,
emmanuel cortes,,,,Emmanuel Cortes,,2025.0,2025.0,,,2025.0,2025-2025,90,5,,,2025.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
emmanuell cortes,,,,Emmanuell Cortes,,2025.0,2025.0,,,2025.0,2025-2025,96,1,,,2025.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
emmure,387935.0,98ef1696-cb7e-4ecc-be1d-22f62bb308a4,,Emmure,,,,,,,2008-2017,0,0,,"deathcore, metalcore",,,,0,Metal,1,,,Metal,,,,,,,,,,,,,,,,,,,
emmy meli,2253573.0,4a9ee909-7f71-4fd3-a8d5-60dfbaecf14d,,Emmy Meli,,2022.0,2022.0,,,2022.0,2022-2022,74,4,,pop,2022.0,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
emmy rossum,126057.0,bc598b29-d213-4c1b-8157-0fd8b1b0d534,6JcDqt1rBKIWfnoPjXFYqc,Emmy Rossum,,,,,,,2007-2013,0,0,,,,,,0,,0,[],,,,,,,,,,,,,,,,,,,,,
emmylou harris,1644.0,35ef61ca-43db-4772-ba27-0489e9ebcb69,5s6TJEuHTr9GR894wc6VfP,Emmylou Harris,,1975.0,1981.0,,,1975.0,1975-2016,58,5,,"folk, country, country rock, americana, rock, folk, country",1975.0,,,0,"Country/Americana, Folk, Rock",3,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter']","Folk, Rock","Country/Americana, Folk, Rock",,,,,,,,,,,,,,,,,,,
empire cast,1206754.0,0fe8ef71-39d1-4089-86e0-ea5a335194bb,,Empire Cast,,2015.0,2015.0,,,2015.0,2015-2015,42,2,,"hip hop, r&b",2015.0,,,0,"Hip Hop/Rap, R&B/Soul/Funk",2,,,"Hip Hop/Rap, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
empire of the sun,561811.0,ac7e838c-3d95-47c2-92a9-81767ad7c217,67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,,2016.0,2016.0,,,2016.0,2013-2016,65,5,,"electronic, electropop, dance-pop, indietronica",2016.0,,,0,"Electronic/Dance, Pop",2,"['alternative dance', 'australian dance', 'australian electropop', 'dance rock', 'electropop', 'indietronica', 'neo-synthpop']","Electronic/Dance, Pop","Electronic/Dance, Pop",,,,,,,,,,,,,,,,,,,
empress of,955561.0,91cd6a5a-e0db-4329-837e-9b6479d1ed2d,5QuBVnBPEzwYvFrgBbwpmU,Empress Of,,2018.0,2018.0,,,2018.0,2018-2018,88,1,,"synth-pop, electropop, alternative pop",2018.0,,,0,Pop,1,"['art pop', 'electropop', 'escape room', 'etherpop', 'shiver pop']",Pop,Pop,,,,,,,,,,,,,,,,,,,
en vogue,2119.0,9a883a69-436b-4d17-9ffd-122a9bf4419a,5fikk4h5qbEebqK2Fc6e48,En Vogue,1990.0,1990.0,2000.0,1.0,2.0,1990.0,1990-2000,2,25,25.0,"soul, new jack swing, contemporary r&b, funk rock, pop rap, east coast hip hop",1990.0,,,0,"Hip Hop/Rap, R&B/Soul/Funk, Rock",3,"['contemporary r&b', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']","Hip Hop/Rap, Pop, R&B/Soul/Funk","Hip Hop/Rap, Pop, R&B/Soul/Funk, Rock",,304467.0,0.0865,0.728,0.464,0.0,0.343,-11.156,0.0605,96.944,0.383,1.0,0.0,,,,,,1.0
encanto cast,3077062.0,d9b505a5-d0bd-4b94-beb8-2448b61b1319,,Encanto Cast,2022.0,2022.0,2022.0,1.0,3.0,2022.0,2022-2022,1,20,20.0,,2022.0,,,0,,0,,,,,,,,,,,,,,,,,0.0002128384130767,3629.079112553687,0.0,0.0001015169828435,500.0,1.0
enchantment,52052.0,80f06bbe-25fd-4663-85d4-6d9fb0e89003,,Enchantment,,1977.0,1978.0,,,1977.0,1977-1979,25,13,,melodic death metal,1977.0,,,0,Metal,1,,,Metal,,,,,,,,,,,,,,,,,,,
engelbert,2701529.0,eed04a59-99f7-4194-8ccb-f8f7654b4e32,,Engelbert,,1980.0,1980.0,,,1980.0,1980-1980,83,2,,"pop, easy listening, jazz, jazz",1980.0,,,0,"Easy Listening/Vocal, Jazz, Pop",3,,,"Easy Listening/Vocal, Jazz, Pop",,,,,,,,,,,,,,,,,,,
engelbert humperdinck,323769.0,30060b66-4ed3-47a5-89d7-cb4f13437441,4YewMmHFBArJGtvVb1LBdL,Engelbert Humperdinck,1967.0,1967.0,1983.0,1.0,4.0,1967.0,1967-1983,4,14,14.0,"pop, easy listening, ballad",1967.0,,,0,"Easy Listening/Vocal, Pop",2,[],,"Easy Listening/Vocal, Pop",,,,,,,,,,,,,,,,,,,1.0
england dan & john ford coley,99543.0,2bca31d7-0cba-45da-a8e6-3d6e3a0fa10f,,England Dan & John Ford Coley,1976.0,1976.0,1980.0,1.0,2.0,1976.0,1976-1980,2,24,24.0,,1976.0,"pop, rock, soft rock, singer-songwriter, country rock, pop rock","Folk, Pop, Rock",3,,0,,,,,,,,,,,,,,,,,,,,,,1.0
england dan seals,,,,England Dan Seals,,1980.0,1980.0,,,1980.0,1980-1980,57,6,,,1980.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
enhypen,2041073.0,95663592-1447-4579-90f7-c94733476667,,ENHYPEN,,,,,,,2021-2026,0,0,,"k-pop, pop",,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
enigma,116.0,f1d1df24-91af-4d27-83a4-9b4ad29b37eb,3DmG65yHQsMms7WAvrZOdt,Enigma,1991.0,1991.0,1996.0,1.0,1.0,1991.0,1991-2016,5,18,18.0,"new age, ambient, electronic, downtempo, house, hip hop, progressive metal, drum and bass, trance",1991.0,new age,Easy Listening/Vocal,1,"Easy Listening/Vocal, Electronic/Dance, Hip Hop/Rap, Metal",4,"['downtempo', 'new age']","Easy Listening/Vocal, Electronic/Dance","Easy Listening/Vocal, Electronic/Dance, Hip Hop/Rap, Metal",,,,,,,,,,,,,,,,,,,1.0
enoch light & the light brigade,,,,Enoch Light & The Light Brigade,,1958.0,1959.0,,,1958.0,1958-1971,48,7,,,1958.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
enrique iglesias,3113.0,35f866dc-c061-48ba-8157-cf2e0eac4857,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,1999.0,1999.0,2018.0,1.0,2.0,1999.0,1996-2018,1,20,20.0,"pop, latin pop, electropop, latin, electro house",1999.0,,,0,"Electronic/Dance, Latin, Pop",3,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']","Latin, Pop","Electronic/Dance, Latin, Pop",,214067.0,0.0528,0.627,0.888,0.00237,0.136,-4.523,0.0388,99.905,0.591,0.0,0.0,0.002037752037752,1657.0819624820324,0.0014379685442586,0.0011077863686538,686.0,1.0
enter shikari,357026.0,329f95db-f02e-40bf-a5f7-0dea11529ce3,31jvzuB4ikftPQZJwrYfCF,Enter Shikari,,,,,,,2012-2015,0,0,,"post-hardcore, electronicore, nintendocore",,,,0,Punk/Hardcore,1,"['modern rock', 'nintendocore', 'trancecore', 'uk metalcore', 'uk post-hardcore']",Rock,"Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
entouch,774897.0,9d39b7c7-6b22-49a1-9300-7e1a3afff131,,Entouch,,1990.0,1990.0,,,1990.0,1990-1990,71,7,,,1990.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
enuff z'nuff,,,,Enuff Z'Nuff,,1989.0,1990.0,,,1989.0,1989-1991,67,7,,,1989.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
enur,381896.0,4062025b-e1a7-4413-adc4-0236d6155dc0,,Enur,,2007.0,2007.0,,,2007.0,2007-2007,46,20,,"electronic, edm, funeral doom metal",2007.0,,,0,"Electronic/Dance, Metal",2,,,"Electronic/Dance, Metal",,,,,,,,,,,,,,,,,,,
enya,88.0,4967c0a1-b9f3-465e-8440-4598fd9fc33c,6uothxMWeLWIhsGeF7cyo4,Enya,2001.0,1989.0,2004.0,13.0,4.0,1989.0,1989-2015,24,17,32.0,"new age, folk, celtic new age, celtic, pop, persian pop, jazz, progressive folk, hip hop",1989.0,,,0,"Easy Listening/Vocal, Folk, Hip Hop/Rap, Jazz, Pop, World Music",6,"['celtic', 'middle earth']",World Music,"Easy Listening/Vocal, Folk, Hip Hop/Rap, Jazz, Pop, World Music","Classical, Easy Listening/Vocal, Electronic/Dance, Folk, Pop, Rock, World Music",218547.0,0.841,0.418,0.249,0.661,0.112,-13.744,0.0301,82.803,0.213,1.0,0.0,9.27643784786642e-05,1.0,0.0,1.0505335598327194e-129,,1.0
eol,2236279.0,fe111e61-97e2-47e8-b0ad-4a0b938a618b,,EOL,,1998.0,1998.0,,,1998.0,1998-1998,79,6,,"indie pop, jazz, jazz fusion, art pop, experimental rock, noise pop, post-rock, avant-garde pop, death industrial",1998.0,,,0,"Experimental/Avant-Garde, Jazz, Pop, Rock",4,,,"Experimental/Avant-Garde, Jazz, Pop, Rock",,,,,,,,,,,,,,,,,,,
ephraim lewis,75760.0,b0fec4ca-d341-433e-a11d-8101a690ff11,,Ephraim Lewis,,1992.0,1992.0,,,1992.0,1992-1992,72,9,,"soul, neo soul, contemporary r&b",1992.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
epica,107173.0,21985b14-1b0d-44fe-b357-310b29bba510,5HA5aLY3jJV7eimXWkRBBp,Epica,,,,,,,2012-2016,0,0,,"symphonic metal, metal, power metal, progressive metal, gothic metal, progressive metal, metal, death metal",,,,0,Metal,1,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",Metal,Metal,,,,,,,,,,,,,,,,,,,
epmd,21372.0,4fa39dc8-c695-4e0e-ba04-92c63d99c9f9,3zpKjsMg2gw1St5WcWoUJN,EPMD,,1992.0,2021.0,,,1992.0,1988-2021,42,20,,hip hop,1992.0,,,0,Hip Hop/Rap,1,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
erasure,318.0,43b58c98-3779-4b04-9a23-1c95cca3a145,0z5DFXmhT4ZNzWElsM7V89,Erasure,1988.0,1988.0,1997.0,1.0,2.0,1988.0,1987-2017,12,20,20.0,"synth-pop, pop, dance-pop, electronic, pop rock, new wave, alternative dance",1988.0,,,0,"Electronic/Dance, Pop",2,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Pop,"Electronic/Dance, Pop","Electronic/Dance, Pop",215347.0,0.0149,0.747,0.698,4.53e-05,0.384,-11.22,0.0333,122.11,0.788,1.0,0.0,0.0019493177387914,171.76992892728222,0.0006622464898595,3.787430468393214e-09,90.0,1.0
eria fachin,400887.0,4b4a57bf-3af1-424a-9bb6-ebe42a8e2800,,Eria Fachin,,1988.0,1988.0,,,1988.0,1988-1988,50,10,,,1988.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
eric andersen,119080.0,69268541-0d69-4e0b-a121-2697bc8fff1b,,Eric Andersen,,,,,,,1972-1975,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
eric b. & rakim,15251.0,925228de-bbe5-4c7b-b76f-78e382ec9148,6jHG1YQkqgojdEzerwvrVv,Eric B. & Rakim,1989.0,1989.0,1992.0,1.0,1.0,1989.0,1987-1992,9,18,18.0,hip hop,1989.0,"dance-pop, r&b","Pop, R&B/Soul/Funk",2,Hip Hop/Rap,1,"['alternative hip hop', 'bboy', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",Hip Hop/Rap,Hip Hop/Rap,"Electronic/Dance, Hip Hop/Rap, Pop, R&B/Soul/Funk",268147.0,0.138,0.658,0.866,0.0001,0.131,-9.491,0.0509,100.035,0.77,1.0,0.0,0.0007012622720897,206.1054630010505,0.0002048404068747,3.4976094462862532e-09,99.0,0.0
eric bellinger,823361.0,07a8922d-680a-4637-a55e-88d7d1969a95,7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,,,,,,,2018-2019,0,0,,"contemporary r&b, alternative r&b",,,,0,R&B/Soul/Funk,1,"['pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']","Hip Hop/Rap, Pop, R&B/Soul/Funk","Hip Hop/Rap, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
eric benet,30292.0,f5bad1a5-53cf-40c1-b03b-c5cf05c65768,1kjO72M26jZkv0aaGxJaov,Eric Benet,,1999.0,1999.0,,,1999.0,1997-2012,21,22,,,1999.0,,,0,,0,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",R&B/Soul/Funk,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
eric burdon,4222.0,70ac2314-d7d8-4435-b56c-9bad9a516642,,Eric Burdon & The Animals,1966.0,1966.0,1970.0,1.0,2.0,1966.0,1966-1976,10,10,10.0,"rock, psychedelic rock, blues rock",1966.0,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,1.0
eric carmen,819.0,4e6daf86-a5c9-42ea-9bd2-9482a71c38d4,,Eric Carmen,1975.0,1975.0,1988.0,1.0,1.0,1975.0,1975-1988,2,19,19.0,"aor, singer-songwriter, ballad, pop, pop rock, soft rock",1975.0,pop,Pop,1,"Folk, Pop, Rock",3,,,"Folk, Pop, Rock",,430000.0,0.827,0.376,0.373,0.832,0.15,-9.184,0.0305,116.074,0.111,0.0,0.0,,,,,,1.0
eric church,366866.0,15856215-cc51-4423-879c-9ac955ccb11a,2IvkS5MXK0vPGnwyJsrEyV,Eric Church,2012.0,2006.0,2026.0,7.0,10.0,2006.0,2006-2026,85,4,22.0,"country, country rock, country pop, contemporary country",2006.0,country,Country/Americana,1,"Country/Americana, Rock",2,"['contemporary country', 'country', 'country road', 'modern country rock']",Country/Americana,"Country/Americana, Rock",Country/Americana,263387.0,0.1,0.692,0.809,9.77e-05,0.185,-5.935,0.0255,104.023,0.927,1.0,0.0,0.0002581711158155,3837.581962481701,0.000473814665114,0.0016198203417162,390.5,1.0
eric clapton,938.0,618b6900-0618-4f1e-b835-bccb17f84294,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,1970.0,1970.0,1996.0,1.0,1.0,1970.0,1970-2018,18,12,12.0,"blues rock, blues, rock, soft rock, british rhythm & blues, pop rock, electric blues",1970.0,,,0,"Blues, Pop, Rock",3,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']","Blues, Rock","Blues, Pop, Rock",Rock,171013.0,0.0985,0.617,0.664,0.0,0.203,-11.701,0.0345,127.021,0.931,1.0,0.0,0.0032085561497326,14.266666666666666,0.0005170941454643,1.4962244227846685e-08,20.0,1.0
eric clapton and his band,2385712.0,75fd4826-4e89-41ce-878a-9db73aa3eda7,,Eric Clapton And His Band,1978.0,1978.0,1981.0,1.0,1.0,1978.0,1978-1981,9,18,18.0,,1978.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,1.0
eric dolphy,23375.0,badda5cf-f2c5-4dc2-b3d3-07467bdf0f71,,Eric Dolphy,,,,,,,2023-2023,0,0,,"jazz, avant-garde jazz, post-bop, modal jazz, hard bop, free jazz",,,,0,Jazz,1,,,Jazz,,,,,,,,,,,,,,,,,,,
eric gale,117614.0,72323249-ff36-49d2-8925-f6b5a2946e5c,7ufZw0wQAJmH6I1OXCtIIe,Eric Gale,,,,,,,1977-1979,0,0,,"jazz, jazz fusion, jazz-funk, contemporary jazz, rock, blues rock",,,,0,"Jazz, Rock",2,['jazz guitar'],,"Jazz, Rock",,,,,,,,,,,,,,,,,,,
eric heatherly,36379.0,43459183-5498-4dfe-9e04-133df5ba8bb8,,Eric Heatherly,,2000.0,2000.0,,,2000.0,2000-2000,50,20,,,2000.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
eric hine,924312.0,d5ae09b9-1551-43e2-8055-68c09cae88e3,,Eric Hine,,1981.0,1981.0,,,1981.0,1981-1981,73,5,,"funk, soul, disco",1981.0,,,0,"Electronic/Dance, R&B/Soul/Funk",2,,,"Electronic/Dance, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
eric hutchinson,339335.0,3347dae7-1a86-4630-844e-e631f969c252,,Eric Hutchinson,,,,,,,2007-2014,0,0,,"pop, rock, folk, power pop",,,,0,"Folk, Pop, Rock",3,,,"Folk, Pop, Rock",,,,,,,,,,,,,,,,,,,
eric johnson,37448.0,b53868c8-3654-41d3-91db-3c5a1237f0c3,4CxobvwTpmfpIEbkYh4pAb,Eric Johnson,,,,,,,1990-1996,0,0,,"blues rock, rock",,,,0,Rock,1,"['instrumental bluegrass', 'instrumental rock', 'neo classical metal', 'progressive jazz fusion', 'shred']",Rock,Rock,,,,,,,,,,,,,,,,,,,
eric martin,2979581.0,15aa7c41-036c-4887-ade5-b8cce166341c,,Eric Martin,,1985.0,1985.0,,,1985.0,1985-1985,87,2,,"heavy metal, hard rock, pop rock",1985.0,,,0,"Metal, Pop, Rock",3,,,"Metal, Pop, Rock",,,,,,,,,,,,,,,,,,,
eric martin band,346504.0,4a6670a8-afb9-4dfa-8d25-cb8ce4f23e1c,,Eric Martin Band,,,,,,,1983-1983,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
eric paslay,853980.0,4b624758-58a1-42b3-9133-55a687f417ad,,Eric Paslay,,2013.0,2015.0,,,2013.0,2013-2015,47,20,,country,2013.0,,,0,Country/Americana,1,,,Country/Americana,,,,,,,,,,,,,,,,,,,
eric prydz,56349.0,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,,Eric Prydz,,,,,,,2016-2016,0,0,,"house, progressive house, edm, trance, electronic, progressive",,,,0,"Electronic/Dance, Rock",2,,,"Electronic/Dance, Rock",,,,,,,,,,,,,,,,,,,
eric roberson,185322.0,b65a7a21-3200-4da1-925e-17cbc92b696c,,Eric Roberson,,,,,,,2011-2014,0,0,,"neo soul, contemporary r&b",,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
eric troyer,358994.0,d39743a1-f43c-4da9-8bbb-7698c4c950df,,Eric Troyer,,1980.0,1980.0,,,1980.0,1980-1980,92,2,,,1980.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
eric turner,748297.0,df2f7876-e731-4bde-965c-bd4a67b3fadd,79DOwuMzV2h4es3em0t002,Eric Turner,2011.0,2011.0,2011.0,1.0,1.0,2011.0,2011-2011,12,20,20.0,,2011.0,,,0,,0,[],,,"Hip Hop/Rap, Latin, Pop, Rock",,,,,,,,,,,,,0.0002707385748321,3758.7365800863768,5.66319922109623e-06,0.0030639552225983,285.5,0.0
eric weissberg,46426.0,d757ffe9-0c22-4a28-9c62-3975b4f44b02,,Eric Weissberg,,,,,,,1973-1973,0,0,,bluegrass,,,,0,Country/Americana,1,,,Country/Americana,,,,,,,,,,,,,,,,,,,
eric williams,1355953.0,f1ba305f-f7c0-4049-b17b-a30102369a2b,,Eric Williams,,1998.0,1998.0,,,1998.0,1998-1998,21,18,,,1998.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
erica banks,1945330.0,0dcbb84a-d113-495d-a54b-da197a4504b7,2SXhbucehn00OBVKhzxDyM,Erica Banks,,2021.0,2021.0,,,2021.0,2021-2021,47,13,,,2021.0,,,0,,0,['trap queen'],,,,,,,,,,,,,,,,,,,,,
erica campbell,591774.0,d06fd70f-0430-429c-bd41-a225eb8fd04a,,Erica Campbell,,,,,,,2014-2015,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
erick sermon,31699.0,7fdb6168-64a8-4b5a-9a6a-e39803e4aec1,,Erick Sermon,,1993.0,2002.0,,,1993.0,1993-2004,92,10,,"hip hop, east coast hip hop",1993.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
erika jo,258591.0,ef26557d-df44-453f-b293-2116cce89a1d,,Erika Jo,,,,,,,2005-2005,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
erika shevon,853512.0,3cc6f47f-1bc0-4fe5-97a3-9f5902feec58,,Erika Shevon,,2009.0,2009.0,,,2009.0,2009-2009,44,16,,,2009.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
erin cruise,2144437.0,458029d4-a0e5-4b1c-ac4c-352a912234ce,,Erin Cruise,,1992.0,1992.0,,,1992.0,1992-1992,90,7,,,1992.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
erin mccarley,520702.0,97f067d5-ccfe-4d94-ba46-d0803862a9b2,,Erin McCarley,,,,,,,2009-2009,0,0,,"pop rock, pop",,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
erma franklin,48225.0,4ba12614-fcce-462b-8784-8dd1a92fbf2b,1CzJJJb6hnx84VNhgaJmFG,Erma Franklin,,1967.0,1967.0,,,1967.0,1967-1969,62,8,,"southern soul, soul, gospel, deep soul, pop soul, smooth soul",1967.0,,,0,"Gospel/Christian/Religious, Pop, R&B/Soul/Funk",3,"['classic soul', 'motown', 'soul', 'southern soul']",R&B/Soul/Funk,"Gospel/Christian/Religious, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
ernest,1527113.0,5e154c14-de6d-4901-a6d3-68d6b45ec305,,ERNEST,2023.0,2022.0,2025.0,2.0,2.0,2022.0,2022-2025,64,26,49.0,"country, honky tonk, classical, soul, electronic, techno, dub techno",2022.0,,,0,"Classical, Country/Americana, Electronic/Dance, R&B/Soul/Funk",4,,,"Classical, Country/Americana, Electronic/Dance, R&B/Soul/Funk",,,,,,,,,,,,,,0.0003433034373256,4167.867929292119,8.984240816106294e-05,0.0004575273182381,182.0,0.0
ernestine anderson,5301.0,d4fed395-5b9d-4b70-b45a-c6cbb0b46c9e,7yNele4jnVhZJ2GE7Kg25T,Ernestine Anderson,,1961.0,1961.0,,,1961.0,1961-1961,98,1,,jazz,1961.0,,,0,Jazz,1,['vocal jazz'],Jazz,Jazz,,,,,,,,,,,,,,,,,,,
ernie (jim henson),,,,Ernie (Jim Henson),1970.0,1970.0,1970.0,1.0,1.0,1970.0,1970-1970,16,9,,,1970.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
ernie fields,214208.0,616033e8-074b-4c12-9b3c-2d00bccf4993,,Ernie Fields,1959.0,1959.0,1961.0,1.0,1.0,1959.0,1959-1961,4,19,19.0,"jazz, jazz",1959.0,,,0,Jazz,1,,,Jazz,"Blues, Easy Listening/Vocal, Rock",,,,,,,,,,,,,,,,,,0.0
ernie freeman,33958.0,572a75b8-1a66-4705-98a3-f8ee8b337130,,Ernie Freeman,,1960.0,1962.0,,,1960.0,1960-1962,70,6,,,1960.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
ernie haase,1214468.0,aba35306-2c0d-4cb8-a2c4-51511cf025f6,,Ernie Haase & Signature Sound,,,,,,,2005-2014,0,0,,southern gospel,,,,0,Gospel/Christian/Religious,1,,,Gospel/Christian/Religious,,,,,,,,,,,,,,,,,,,
ernie isley,63526.0,1dfbd38a-ab4d-4766-b1bf-f66dc728a8a8,,Ernie Isley,,,,,,,1990-1990,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
ernie k-doe,,,,Ernie K-Doe,1961.0,1961.0,1962.0,1.0,4.0,1961.0,1961-1962,1,14,,,1961.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
ernie maresca,49870.0,cf595f4e-b552-4069-8da3-94bd4087a8de,,Ernie Maresca,1962.0,1962.0,1962.0,1.0,1.0,1962.0,1962-1962,6,14,14.0,,1962.0,"rock, rockabilly, rock and roll, doo-wop","R&B/Soul/Funk, Rock",2,,0,,,,"Latin, Pop, R&B/Soul/Funk, Rock",,,,,,,,,,,,,,,,,,0.0
